work_year,experience_level,employment_type,job_title,job_category,salary,remote_ratio,company_size
2023,SE,FT,Data Engineer,Data Engineering,81500,0,M
2023,SE,FT,Data Scientist,Data Science,237000,100,M
2023,SE,FT,Data Scientist,Data Science,201450,100,M
2023,SE,FT,Computer Vision Engineer,Machine Learning & AI,280000,0,M
2023,SE,FT,Computer Vision Engineer,Machine Learning & AI,210000,0,M
2023,SE,FT,Data Architect,Data Infrastructure,280100,100,M
2023,SE,FT,Data Architect,Data Infrastructure,168100,100,M
2023,SE,FT,Data Engineer,Data Engineering,193500,100,M
2023,SE,FT,Data Engineer,Data Engineering,139000,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,150000,100,M
2023,SE,FT,Business Intelligence Engineer,Data Engineering,185900,0,M
2023,SE,FT,Business Intelligence Engineer,Data Engineering,129300,0,M
2023,SE,FT,Data Engineer,Data Engineering,225000,100,M
2023,SE,FT,Data Engineer,Data Engineering,175000,100,M
2023,SE,FT,Data Engineer,Data Engineering,185000,0,M
2023,SE,FT,Data Engineer,Data Engineering,140000,0,M
2023,SE,FT,Data Scientist,Data Science,105000,0,M
2023,SE,FT,Data Scientist,Data Science,70000,0,M
2023,EN,FT,Machine Learning Engineer,Machine Learning & AI,163196,0,M
2023,EN,FT,Machine Learning Engineer,Machine Learning & AI,145885,0,M
2023,SE,FT,Data Engineer,Data Engineering,217000,100,M
2023,SE,FT,Data Engineer,Data Engineering,185000,100,M
2023,SE,FT,Data Analyst,Data Analytics,202800,0,L
2023,SE,FT,Data Analyst,Data Analytics,104300,0,L
2023,SE,FT,Data Analyst,Data Analytics,145000,0,M
2023,SE,FT,Data Analyst,Data Analytics,65000,0,M
2023,SE,FT,Data Engineer,Data Engineering,165000,0,M
2023,SE,FT,Data Engineer,Data Engineering,132300,0,M
2023,SE,FT,Data Engineer,Data Engineering,179170,0,M
2023,SE,FT,Data Engineer,Data Engineering,94300,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,152500,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,116450,0,M
2023,SE,FT,Data Engineer,Data Engineering,247300,0,M
2023,SE,FT,Data Engineer,Data Engineering,133800,0,M
2023,SE,FT,Research Engineer,Research & Development,203000,0,M
2023,SE,FT,Research Engineer,Research & Development,133000,0,M
2023,EN,FT,Research Scientist,Research & Development,220000,50,L
2023,SE,FT,Data Scientist,Data Science,150000,0,M
2023,SE,FT,Data Scientist,Data Science,120000,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,289800,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,214000,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,179820,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,143860,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,283200,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,188800,100,M
2023,SE,FT,Analytics Engineer,Data Analytics,289800,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,214200,0,M
2023,SE,FT,Data Engineer,Data Engineering,185900,0,M
2023,SE,FT,Data Engineer,Data Engineering,129300,0,M
2023,SE,FT,Data Engineer,Data Engineering,252000,0,M
2023,SE,FT,Data Engineer,Data Engineering,129000,0,M
2023,MI,FT,Data Analytics Manager,Data Analytics,155000,0,M
2023,MI,FT,Data Analytics Manager,Data Analytics,140000,0,M
2023,SE,FT,Data Engineer,Data Engineering,161800,100,M
2023,SE,FT,Data Engineer,Data Engineering,141600,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,342300,0,L
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,176100,0,L
2023,MI,FT,Data Engineer,Data Engineering,100000,100,M
2023,MI,FT,Data Engineer,Data Engineering,70000,100,M
2023,EN,FT,Data Engineer,Data Engineering,85000,0,M
2023,EN,FT,Data Engineer,Data Engineering,65000,0,M
2023,SE,FT,Data Scientist,Data Science,138784,100,M
2023,SE,FT,Data Scientist,Data Science,83270,100,M
2023,EN,FT,Data Analyst,Data Analytics,75000,0,M
2023,EN,FT,Data Analyst,Data Analytics,70000,0,M
2023,SE,FT,Data Analyst,Data Analytics,204500,0,M
2023,SE,FT,Data Analyst,Data Analytics,138900,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,318300,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,212200,100,M
2023,SE,FT,Data Engineer,Data Engineering,95000,100,M
2023,SE,FT,Data Engineer,Data Engineering,75000,100,M
2023,SE,FT,Data Scientist,Data Science,195000,0,M
2023,SE,FT,Data Scientist,Data Science,160000,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,230000,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,143200,0,M
2023,MI,FT,Data Engineer,Data Engineering,100000,100,M
2023,MI,FT,Data Engineer,Data Engineering,70000,100,M
2023,MI,FT,Business Data Analyst,Data Analytics,105000,50,L
2023,SE,FT,Data Engineer,Data Engineering,145000,0,M
2023,SE,FT,Data Engineer,Data Engineering,115000,0,M
2023,SE,FT,Data Analyst,Data Analytics,168400,0,M
2023,SE,FT,Data Analyst,Data Analytics,105200,0,M
2023,SE,FT,Applied Scientist,Data Science,309400,0,L
2023,SE,FT,Applied Scientist,Data Science,159100,0,L
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,190000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,150000,0,M
2023,MI,FT,Data Engineer,Data Engineering,162500,0,M
2023,MI,FT,Data Engineer,Data Engineering,130000,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,150000,100,M
2023,SE,FT,Analytics Engineer,Data Analytics,120000,100,M
2023,SE,FT,Data Engineer,Data Engineering,145000,0,M
2023,SE,FT,Data Engineer,Data Engineering,120000,0,M
2023,SE,FT,Applied Scientist,Data Science,222200,0,L
2023,SE,FT,Applied Scientist,Data Science,136000,0,L
2023,SE,FT,Data Engineer,Data Engineering,241000,0,M
2023,SE,FT,Data Engineer,Data Engineering,155000,0,M
2023,SE,FT,Data Engineer,Data Engineering,220000,100,M
2023,SE,FT,Data Engineer,Data Engineering,190000,100,M
2023,EN,FT,Data Analyst,Data Analytics,85000,100,M
2023,EN,FT,Data Analyst,Data Analytics,75000,100,M
2023,SE,FT,Data Engineer,Data Engineering,160000,0,M
2023,SE,FT,Data Engineer,Data Engineering,140000,0,M
2023,MI,FT,Machine Learning Engineer,Machine Learning & AI,300000,0,M
2023,MI,FT,Machine Learning Engineer,Machine Learning & AI,250000,0,M
2023,SE,FT,Data Scientist,Data Science,228000,0,M
2023,SE,FT,Data Scientist,Data Science,186000,0,M
2023,SE,FT,Data Scientist,Data Science,190000,0,M
2023,SE,FT,Data Scientist,Data Science,170000,0,M
2023,MI,FT,Research Engineer,Research & Development,230000,0,M
2023,MI,FT,Research Engineer,Research & Development,200000,0,M
2023,SE,FT,Data Architect,Data Infrastructure,180000,100,M
2023,SE,FT,Data Architect,Data Infrastructure,115000,100,M
2023,SE,FT,Data Architect,Data Infrastructure,200000,100,M
2023,SE,FT,Data Architect,Data Infrastructure,115000,100,M
2023,EX,FT,Data Engineer,Data Engineering,220000,0,M
2023,EX,FT,Data Engineer,Data Engineering,205000,0,M
2023,MI,FT,Data Engineer,Data Engineering,180000,0,M
2023,MI,FT,Data Engineer,Data Engineering,130000,0,M
2023,SE,FT,Data Engineer,Data Engineering,200000,100,M
2023,SE,FT,Data Engineer,Data Engineering,150000,100,M
2023,SE,FT,Computer Vision Engineer,Machine Learning & AI,215000,0,M
2023,SE,FT,Computer Vision Engineer,Machine Learning & AI,170000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,247500,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,172200,0,M
2023,SE,FT,Data Analyst,Data Analytics,120000,100,M
2023,SE,FT,Data Analyst,Data Analytics,75000,100,M
2023,SE,FT,Data Analyst,Data Analytics,140000,0,M
2023,SE,FT,Data Analyst,Data Analytics,120000,0,M
2023,SE,FT,Data Engineer,Data Engineering,128000,0,M
2023,SE,FT,Data Engineer,Data Engineering,81500,0,M
2023,SE,FT,Data Engineer,Data Engineering,145000,0,M
2023,SE,FT,Data Engineer,Data Engineering,115000,0,M
2023,SE,FT,Data Engineer,Data Engineering,185000,0,M
2023,SE,FT,Data Engineer,Data Engineering,140000,0,M
2023,EX,FT,Head of Data,Leadership,329500,0,M
2023,EX,FT,Head of Data,Leadership,269600,0,M
2023,SE,FT,Data Quality Analyst,Data Quality,100000,0,M
2023,SE,FT,Data Quality Analyst,Data Quality,80000,0,M
2023,SE,FT,Data Scientist,Data Science,250000,0,M
2023,SE,FT,Data Scientist,Data Science,162500,0,M
2023,MI,FT,AI Developer,Machine Learning & AI,200000,100,M
2023,SE,FT,Data Engineer,Data Engineering,145000,0,M
2023,SE,FT,Data Engineer,Data Engineering,100000,0,M
2023,EX,FT,Data Engineer,Data Engineering,145000,0,M
2023,EX,FT,Data Engineer,Data Engineering,115000,0,M
2023,SE,FT,Data Scientist,Data Science,203500,0,M
2023,SE,FT,Data Scientist,Data Science,152000,0,M
2023,SE,FT,Data Scientist,Data Science,239000,0,L
2023,SE,FT,Data Scientist,Data Science,122900,0,L
2023,SE,FT,Data Scientist,Data Science,237000,0,M
2023,SE,FT,Data Scientist,Data Science,145000,0,M
2023,SE,FT,Data Science Manager,Leadership,191765,0,M
2023,SE,FT,Data Science Manager,Leadership,134236,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,190000,100,M
2023,SE,FT,Analytics Engineer,Data Analytics,112000,100,M
2023,EN,FT,Data Engineer,Data Engineering,85000,0,M
2023,EN,FT,Data Engineer,Data Engineering,65000,0,M
2023,SE,FT,Data Analyst,Data Analytics,135000,0,M
2023,SE,FT,Data Analyst,Data Analytics,105500,0,M
2023,SE,FT,Research Engineer,Research & Development,293000,0,M
2023,SE,FT,Research Engineer,Research & Development,185000,0,M
2023,SE,FT,Data Analyst,Data Analytics,80000,0,M
2023,SE,FT,Data Analyst,Data Analytics,70000,0,M
2023,SE,FT,Data Engineer,Data Engineering,220000,100,M
2023,SE,FT,Data Engineer,Data Engineering,160000,100,M
2023,SE,FT,Data Scientist,Data Science,175000,100,M
2023,SE,FT,Data Scientist,Data Science,145000,100,M
2023,SE,FT,Data Analyst,Data Analytics,200000,0,M
2023,SE,FT,Data Analyst,Data Analytics,148500,0,M
2023,SE,FT,Data Engineer,Data Engineering,240500,0,L
2023,SE,FT,Data Engineer,Data Engineering,123700,0,L
2023,SE,FT,Analytics Engineer,Data Analytics,152900,100,M
2023,SE,FT,Analytics Engineer,Data Analytics,117100,100,M
2023,SE,FT,Analytics Engineer,Data Analytics,173000,100,M
2023,SE,FT,Analytics Engineer,Data Analytics,113000,100,M
2023,SE,FT,Applied Scientist,Data Science,260000,0,L
2023,SE,FT,Applied Scientist,Data Science,136000,0,L
2023,EX,FT,Data Engineer,Data Engineering,175000,0,M
2023,EX,FT,Data Engineer,Data Engineering,110000,0,M
2023,SE,FT,Applied Scientist,Data Science,260000,0,L
2023,SE,FT,Applied Scientist,Data Science,136000,0,L
2023,SE,FT,Research Scientist,Research & Development,130000,100,M
2023,SE,FT,Research Scientist,Research & Development,110000,100,M
2023,SE,FT,Applied Scientist,Data Science,205000,100,M
2023,SE,FT,Applied Scientist,Data Science,184000,100,M
2023,SE,FT,Data Analyst,Data Analytics,149500,100,M
2023,SE,FT,Data Analyst,Data Analytics,127075,100,M
2023,SE,FT,Data Scientist,Data Science,195000,0,M
2023,SE,FT,Data Scientist,Data Science,160000,0,M
2023,SE,FT,Data Engineer,Data Engineering,219535,100,M
2023,SE,FT,Data Engineer,Data Engineering,146115,100,M
2023,SE,FT,Data Scientist,Data Science,170000,0,M
2023,SE,FT,Data Scientist,Data Science,135000,0,M
2023,SE,FT,Data Scientist,Data Science,175000,100,M
2023,SE,FT,Data Scientist,Data Science,145000,100,M
2023,SE,FT,Data Scientist,Data Science,199000,0,M
2023,SE,FT,Data Scientist,Data Science,162000,0,M
2023,SE,FT,Applied Scientist,Data Science,222200,0,L
2023,SE,FT,Applied Scientist,Data Science,136000,0,L
2023,EX,FT,Analytics Engineer,Data Analytics,221000,100,M
2023,EX,FT,Analytics Engineer,Data Analytics,153000,100,M
2023,SE,FT,Data Analyst,Data Analytics,187000,0,M
2023,SE,FT,Data Analyst,Data Analytics,128000,0,M
2023,SE,FT,Research Scientist,Research & Development,210000,0,M
2023,SE,FT,Research Scientist,Research & Development,136000,0,M
2023,SE,FT,Data Scientist,Data Science,175000,100,M
2023,SE,FT,Data Scientist,Data Science,100000,100,M
2023,SE,FT,Data Engineer,Data Engineering,179000,0,M
2023,SE,FT,Data Engineer,Data Engineering,109000,0,M
2023,SE,FT,Data Scientist,Data Science,245000,0,M
2023,SE,FT,Data Scientist,Data Science,180000,0,M
2023,SE,FT,Data Analyst,Data Analytics,142000,100,M
2023,SE,FT,Data Analyst,Data Analytics,75000,100,M
2023,SE,FT,Data Manager,Data Management,198800,0,M
2023,SE,FT,Data Manager,Data Management,105200,0,M
2023,SE,FT,Data Analyst,Data Analytics,125000,100,M
2023,SE,FT,Data Analyst,Data Analytics,112000,100,M
2023,SE,FT,Data Scientist,Data Science,210000,0,M
2023,SE,FT,Data Scientist,Data Science,155000,0,M
2023,SE,FT,Data Manager,Data Management,115000,100,M
2023,SE,FT,Data Manager,Data Management,86000,100,M
2023,SE,FT,Data Scientist,Data Science,165000,0,M
2023,SE,FT,Data Scientist,Data Science,140000,0,M
2023,SE,FT,Data Analyst,Data Analytics,139000,0,M
2023,SE,FT,Data Analyst,Data Analytics,106000,0,M
2023,MI,FT,Machine Learning Engineer,Machine Learning & AI,280700,100,M
2023,MI,FT,Machine Learning Engineer,Machine Learning & AI,150450,100,M
2023,SE,FT,Data Architect,Data Infrastructure,250500,0,M
2023,SE,FT,Data Architect,Data Infrastructure,159500,0,M
2023,SE,FT,Data Engineer,Data Engineering,145000,0,M
2023,SE,FT,Data Engineer,Data Engineering,115000,0,M
2023,SE,FT,Data Analyst,Data Analytics,140000,0,M
2023,SE,FT,Data Analyst,Data Analytics,120000,0,M
2023,EN,FT,Data Scientist,Data Science,130001,100,M
2023,EN,FT,Data Scientist,Data Science,71907,100,M
2023,MI,FT,Data Scientist,Data Science,93918,100,M
2023,MI,FT,Data Scientist,Data Science,51962,100,M
2023,EN,FT,Data Engineer,Data Engineering,85000,0,M
2023,EN,FT,Data Engineer,Data Engineering,65000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,257000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,147000,0,M
2023,SE,FT,Data Engineer,Data Engineering,222000,100,M
2023,SE,FT,Data Engineer,Data Engineering,175000,100,M
2023,SE,FT,Data Scientist,Data Science,203000,100,M
2023,SE,FT,Data Scientist,Data Science,133200,100,M
2023,EN,FT,Applied Scientist,Data Science,213660,0,L
2023,EN,FT,Applied Scientist,Data Science,130760,0,L
2023,SE,FT,Data Engineer,Data Engineering,221000,0,M
2023,SE,FT,Data Engineer,Data Engineering,147000,0,M
2023,SE,FT,Data Quality Analyst,Data Quality,100000,0,M
2023,SE,FT,Data Quality Analyst,Data Quality,80000,0,M
2023,SE,FT,Data Scientist,Data Science,185900,0,M
2023,SE,FT,Data Scientist,Data Science,129300,0,M
2023,SE,FT,Data Scientist,Data Science,238000,100,M
2023,SE,FT,Data Scientist,Data Science,156000,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,304000,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,199000,100,M
2023,SE,FT,Data Engineer,Data Engineering,150000,0,M
2023,SE,FT,Data Engineer,Data Engineering,130000,0,M
2023,SE,FT,Data Scientist,Data Science,140000,100,M
2023,SE,FT,Data Scientist,Data Science,110000,100,M
2023,MI,FT,Data Analyst,Data Analytics,90000,0,M
2023,MI,FT,Data Analyst,Data Analytics,75000,0,M
2023,SE,FT,Data Engineer,Data Engineering,240000,0,M
2023,SE,FT,Data Engineer,Data Engineering,183600,0,M
2023,MI,FT,Data Specialist,Data Management,130000,0,M
2023,MI,FT,Data Specialist,Data Management,80000,0,M
2023,SE,FT,Data Engineer,Data Engineering,250000,0,M
2023,SE,FT,Data Engineer,Data Engineering,150000,0,M
2023,SE,FT,Data Analytics Manager,Data Analytics,160000,100,M
2023,SE,FT,Data Analytics Manager,Data Analytics,120000,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,289076,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,202353,0,M
2023,SE,FT,Data Engineer,Data Engineering,145000,0,M
2023,SE,FT,Data Engineer,Data Engineering,120000,0,M
2023,SE,FT,Data Analyst,Data Analytics,155000,0,M
2023,SE,FT,Data Analyst,Data Analytics,106000,0,M
2023,SE,FT,Data Engineer,Data Engineering,200000,0,M
2023,SE,FT,Data Engineer,Data Engineering,160000,0,M
2023,SE,FT,Data Scientist,Data Science,157750,100,M
2023,SE,FT,Data Scientist,Data Science,104650,100,M
2023,MI,FT,Data Scientist,Data Science,180000,100,M
2023,MI,FT,Data Scientist,Data Science,140000,100,M
2023,EX,FT,Data Scientist,Data Science,200000,0,M
2023,EX,FT,Data Scientist,Data Science,145000,0,M
2023,MI,FT,Lead Data Analyst,Data Analytics,68000,0,L
2023,EN,FT,BI Data Engineer,Data Engineering,60000,100,M
2023,EN,FT,Data Engineer,Data Engineering,85000,0,M
2023,EN,FT,Data Engineer,Data Engineering,65000,0,M
2023,MI,FT,Data Engineer,Data Engineering,125000,0,M
2023,MI,FT,Data Engineer,Data Engineering,90000,0,M
2023,SE,FT,Data Analyst,Data Analytics,105000,100,M
2023,SE,FT,Data Analyst,Data Analytics,90000,100,M
2023,SE,FT,Analytics Engineer,Data Analytics,179820,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,143860,0,M
2023,SE,FT,Data Analyst,Data Analytics,135000,0,M
2023,SE,FT,Data Analyst,Data Analytics,105500,0,M
2023,EN,FT,Research Engineer,Research & Development,155000,0,M
2023,EN,FT,Research Engineer,Research & Development,125000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,241000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,181000,0,M
2023,SE,FT,Data Scientist,Data Science,252000,0,M
2023,SE,FT,Data Scientist,Data Science,154000,0,M
2023,EX,FT,Data Architect,Data Infrastructure,180000,0,M
2023,EX,FT,Data Architect,Data Infrastructure,155000,0,M
2023,SE,FT,Data Scientist,Data Science,191765,0,M
2023,SE,FT,Data Scientist,Data Science,134236,0,M
2023,SE,FT,Data Scientist,Data Science,175000,100,M
2023,SE,FT,Data Scientist,Data Science,145000,100,M
2023,SE,FT,Data Scientist,Data Science,237000,100,M
2023,SE,FT,Data Scientist,Data Science,145000,100,M
2023,EN,FT,Research Engineer,Research & Development,155000,0,M
2023,EN,FT,Research Engineer,Research & Development,125000,0,M
2023,SE,FT,Data Analyst,Data Analytics,80000,0,M
2023,SE,FT,Data Analyst,Data Analytics,70000,0,M
2023,SE,FT,Data Engineer,Data Engineering,146000,0,M
2023,SE,FT,Data Engineer,Data Engineering,75000,0,M
2023,EN,FT,Data Analyst,Data Analytics,64200,100,M
2023,EN,FT,Data Analyst,Data Analytics,56100,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,170000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,130000,0,M
2023,SE,FT,Data Analyst,Data Analytics,208450,100,M
2023,SE,FT,Data Analyst,Data Analytics,170550,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,125000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,100000,0,M
2023,MI,FT,Data Manager,Data Management,135000,0,M
2023,MI,FT,Data Manager,Data Management,120000,0,M
2023,SE,FT,Data Scientist,Data Science,200000,100,M
2023,SE,FT,Data Scientist,Data Science,170000,100,M
2023,SE,FT,Applied Scientist,Data Science,222200,0,L
2023,SE,FT,Applied Scientist,Data Science,136000,0,L
2023,SE,FT,Applied Scientist,Data Science,260000,0,L
2023,SE,FT,Applied Scientist,Data Science,136000,0,L
2023,SE,FT,Data Analyst,Data Analytics,153600,0,M
2023,SE,FT,Data Analyst,Data Analytics,100500,0,M
2023,SE,FT,Applied Scientist,Data Science,205000,100,M
2023,SE,FT,Applied Scientist,Data Science,184000,100,M
2023,MI,FT,Data Analyst,Data Analytics,182500,0,M
2023,MI,FT,Data Analyst,Data Analytics,121500,0,M
2023,SE,FT,Data Engineer,Data Engineering,203100,0,M
2023,SE,FT,Data Engineer,Data Engineering,114500,0,M
2023,SE,FT,Data Engineer,Data Engineering,252000,0,M
2023,SE,FT,Data Engineer,Data Engineering,129000,0,M
2023,EN,FT,Data Engineer,Data Engineering,92700,100,M
2023,EN,FT,Data Engineer,Data Engineering,61800,100,M
2023,SE,FT,Data Engineer,Data Engineering,160000,100,M
2023,SE,FT,Data Engineer,Data Engineering,130000,100,M
2023,SE,FT,Data Scientist,Data Science,170000,0,M
2023,SE,FT,Data Scientist,Data Science,135000,0,M
2023,MI,FT,Data Architect,Data Infrastructure,167500,0,M
2023,MI,FT,Data Architect,Data Infrastructure,106500,0,M
2023,SE,FT,Data Scientist,Data Science,195000,0,M
2023,SE,FT,Data Scientist,Data Science,160000,0,M
2023,MI,FT,Data Engineer,Data Engineering,146000,0,M
2023,MI,FT,Data Engineer,Data Engineering,75000,0,M
2023,EX,FT,Data Engineer,Data Engineering,286000,100,M
2023,EX,FT,Data Engineer,Data Engineering,207000,100,M
2023,SE,FT,Data Analyst,Data Analytics,100000,100,M
2023,SE,FT,Data Analyst,Data Analytics,80000,100,M
2023,SE,FT,Data Engineer,Data Engineering,223250,0,M
2023,SE,FT,Data Engineer,Data Engineering,178600,0,M
2023,EX,FT,Director of Data Science,Leadership,353200,0,M
2023,EX,FT,Director of Data Science,Leadership,249300,0,M
2023,MI,FT,Machine Learning Scientist,Machine Learning & AI,230000,0,M
2023,MI,FT,Machine Learning Scientist,Machine Learning & AI,220000,0,M
2023,SE,FT,Data Scientist,Data Science,297300,100,M
2023,SE,FT,Data Scientist,Data Science,198200,100,M
2023,MI,FT,Research Scientist,Research & Development,210000,100,M
2023,MI,FT,Research Scientist,Research & Development,151800,100,M
2023,SE,FT,Data Scientist,Data Science,200000,100,M
2023,SE,FT,Data Scientist,Data Science,170000,100,M
2023,SE,FT,Data Scientist,Data Science,317070,0,M
2023,SE,FT,Data Scientist,Data Science,170730,0,M
2023,SE,FT,Data Engineer,Data Engineering,128000,0,M
2023,SE,FT,Data Engineer,Data Engineering,81500,0,M
2023,MI,FT,MLOps Engineer,Machine Learning & AI,134000,100,M
2023,MI,FT,MLOps Engineer,Machine Learning & AI,124000,100,M
2023,SE,FT,Data Engineer,Data Engineering,171250,0,M
2023,SE,FT,Data Engineer,Data Engineering,113750,0,M
2023,SE,FT,Data Engineer,Data Engineering,165000,0,M
2023,SE,FT,Data Engineer,Data Engineering,132300,0,M
2023,SE,FT,Data Scientist,Data Science,225000,0,M
2023,SE,FT,Data Scientist,Data Science,175000,0,M
2023,SE,FT,Data Engineer,Data Engineering,230000,0,M
2023,SE,FT,Data Engineer,Data Engineering,124500,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,247500,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,172200,0,M
2023,SE,FT,Data Analyst,Data Analytics,175000,0,M
2023,SE,FT,Data Analyst,Data Analytics,145000,0,M
2023,SE,FT,Data Analyst,Data Analytics,148700,0,M
2023,SE,FT,Data Analyst,Data Analytics,125600,0,M
2023,SE,FT,Data Engineer,Data Engineering,145000,0,M
2023,SE,FT,Data Engineer,Data Engineering,115000,0,M
2023,SE,FT,Research Scientist,Research & Development,200000,0,M
2023,SE,FT,Research Scientist,Research & Development,150000,0,M
2023,EN,FT,Research Engineer,Research & Development,160000,0,M
2023,EN,FT,Research Engineer,Research & Development,120000,0,M
2023,SE,FT,Data Analyst,Data Analytics,185000,100,M
2023,SE,FT,Data Analyst,Data Analytics,120250,100,M
2023,SE,FT,Data Scientist,Data Science,275300,100,M
2023,SE,FT,Data Scientist,Data Science,183000,100,M
2023,SE,FT,Data Architect,Data Infrastructure,170000,100,M
